admin_id,admin_name,timestamp,database,table_accessed,operation,rows_accessed,access_duration_seconds,ip_address,is_after_hours,label,is_anomaly
dfa6a7ce-f684-4c6d-986d-49fc8b343f08,Alicia Smith,2025-10-04 23:23:52.543303,products_db,users,backup,588.0641043241964,84.51832822277899,145.123.133.154,False,8.284008007215842,0
0411a5b9-43d8-439b-b9e5-410142fcfe0d,Alexis Schaefer,2025-10-08 23:23:52.559295,products_db,users,schema_update,741.6026745733653,200.0951653249252,178.131.161.45,False,-8.581748796208602,0
bb5872d4-cc75-498f-829f-acf31dc684b9,Kevin Fry,2025-09-26 14:23:52.559845,analytics_db,orders,backup,586.0703609454267,286.1677613315252,151.226.69.177,True,-21.04838239708513,0
4c0fd769-60b5-46fd-90f8-96ef39bae4b7,David Walter,2025-10-23 22:23:52.560221,orders_db,products,backup,368.1571093843285,172.69958747366266,141.168.176.128,False,8.341937707537184,0
1675b468-e314-49f6-8d99-5aa1edd72b43,Francisco Woods,2025-09-29 15:23:52.560579,customers_db,orders,backup,318.61855869454723,288.79392982945603,88.231.214.80,False,0.5056269157956241,0
8dbbfb2e-25ef-4b7c-b889-dd79f1a9a450,Bailey White,2025-10-18 13:23:52.560958,analytics_db,users,index_optimization,413.9657229404385,162.50364466551082,49.145.164.216,False,48.59023379583624,0
5bd12337-43d9-469a-9bce-689ff72da7b3,Jennifer Evans,2025-10-05 11:23:52.561344,analytics_db,sessions,backup,570.0642940527686,293.1804859842491,42.111.222.96,True,-10.253110905355229,0
0dcf65db-faf1-4fbc-a695-b5a6850651d2,Kyle Arnold,2025-10-12 17:23:52.561702,customers_db,orders,backup,607.4893456551031,74.59594666702982,21.26.50.118,True,13.966496112647828,0
29b45f6d-d1e4-4e30-bf41-36c6935ab380,Taylor Krueger,2025-10-12 07:23:52.562042,products_db,orders,backup,984.9348986356106,15.672006775473324,112.151.240.41,True,9.313844589136512,0
66de993c-1945-40ea-8236-ba2c88a8d7db,Mrs. Jennifer Davis,2025-10-10 18:23:52.562366,analytics_db,products,index_optimization,437.0376316724682,45.171045855269405,57.119.190.9,True,-3.323317675259117,0
3a202d78-b50a-493b-9faf-4c616ca4a000,Melissa Bryant,2025-10-13 13:23:52.562692,analytics_db,sessions,health_check,670.2271517812646,206.6431508073876,30.39.186.46,False,-7.134007728850111,0
4dd0e7d1-923c-4063-865a-fb1e446ca3b6,Michelle Hanna,2025-10-25 18:23:52.563050,products_db,sessions,schema_update,965.2127386846382,187.0024541881711,209.69.69.95,True,-4.628594800317216,0
a350e306-199f-450e-bc4e-c888f0cdc908,Linda Robinson,2025-10-19 16:23:52.563349,analytics_db,products,health_check,908.7785429520198,291.1497815559925,171.59.232.3,True,-14.326167633925005,0
e84ce587-31ea-4155-b264-2f0371b6189f,Casey Osborne,2025-10-14 21:23:52.563653,analytics_db,users,schema_update,241.1804953993987,137.38777817812252,188.216.66.181,True,18.813930896759786,0
e18a8ae1-7549-4703-95da-1b886d62c423,Jonathan Lopez,2025-10-11 23:23:52.563961,analytics_db,sessions,index_optimization,404.23014682741785,70.61991795418758,113.21.208.249,True,-30.648884143503945,0
e4c3f37f-1187-4f63-bb40-efff34b15f56,Dana Brown,2025-10-24 13:23:52.564249,customers_db,payments,health_check,687.2292314265447,268.4060057138213,66.161.223.110,True,10.020853889924563,0
20550b01-377d-4a0c-b9e8-5e3c316c672b,Lisa Ortiz,2025-10-26 01:23:52.564531,orders_db,sessions,health_check,465.1052582968962,11.428643995704189,156.98.105.0,False,-2.085829586408341,0
95a22eaa-af20-4ebe-8c96-06be9365e6f5,Rebekah Myers,2025-10-04 01:23:52.564843,products_db,payments,index_optimization,736.8936875435472,117.827664809734,69.121.35.93,False,-2.9504593945891804,0
060413d4-e525-4a90-b496-3788bc8c5ce6,Nicholas Rivas,2025-09-28 02:23:52.565130,orders_db,products,health_check,580.4692003780776,115.49129315904202,108.223.153.171,False,-33.23069524392842,0
a0971b3d-7640-495b-b609-a286ad96111b,Larry Smith,2025-10-02 16:23:52.565400,products_db,orders,schema_update,357.4546955931839,164.60309951264452,137.54.73.152,False,6.558268156508548,0
3f9403d2-ea34-4055-beee-62b99b8ad844,Jorge Conner,2025-10-16 09:23:52.565691,customers_db,orders,backup,832.8545638340298,7.797270745412905,1.110.109.168,False,0.234512177941376,0
0d3453de-a07b-480b-868a-41f264c786fb,Terry Garcia,2025-10-13 16:23:52.565973,customers_db,products,customer_table_scan,76503.27002187283,2796.86961697624,91.206.198.193,False,10.530202359954846,1
06ace4d0-7261-463f-b152-ea1c198e2f61,Tamara Simpson,2025-10-08 17:23:52.566240,products_db,users,email_export,85919.07301257805,2847.5543329634247,157.185.238.79,True,-0.6316365245093991,1
d9990702-a6f6-402c-b471-22a69ecc556d,Jay Monroe,2025-10-21 11:23:52.566511,customers_db,sessions,health_check,971.8617195556748,138.89303481908252,205.186.162.88,False,-39.946620158552,0
3ed17020-c2aa-436b-b3b3-6e1602b124a7,Eric Nguyen,2025-10-17 03:23:52.566780,analytics_db,users,index_optimization,540.2641987454715,282.7197408497961,89.96.153.122,True,5.778129468647826,0
cadead38-9aa6-4a0b-9d17-947044a3d0db,Jeremy Martin,2025-09-28 01:23:52.567065,analytics_db,payments,schema_update,792.3865763949358,78.33470412559794,73.118.209.207,True,1.286089753330654,0
089eb195-337f-4f8c-8d38-8a86207d5d80,Ashley Shelton,2025-09-28 13:23:52.567332,products_db,users,schema_update,39.12047107677919,269.2312707379111,99.249.187.115,False,-4.011284673644076,0
5d6c1a72-141b-46c2-bb69-fd0860886572,Kyle Smith,2025-10-01 10:23:52.567593,orders_db,sessions,health_check,397.99021013333686,207.58918115658253,76.10.95.230,True,6.619777807125101,0
7f4c25a8-2469-473e-a5df-93751acc14d2,Matthew Martinez,2025-10-04 11:23:52.567839,orders_db,users,backup,892.0076095445102,186.60963486961,18.219.48.192,False,-8.382607802938852,0
4a99aef4-7f4b-46d2-b749-709dc2411289,Taylor Nelson,2025-10-03 01:23:52.568100,analytics_db,sessions,health_check,971.0172825335908,36.99234517685055,90.68.63.220,False,20.78573057904436,0
43b0f5ca-496c-47fa-90af-5f48933f97a0,Christina Lewis,2025-10-11 11:23:52.568351,orders_db,orders,health_check,722.7885589218438,56.28600435261132,66.59.39.223,True,3.28371871443568,0
48564cb6-691c-4aa4-8296-5933ddf64fed,David Pena,2025-10-15 16:23:52.568595,products_db,products,backup,498.8069571797358,235.72300683973984,211.106.17.148,True,-2.298413593035372,0
f91625a6-09bd-44ed-a207-438cf60644c1,Caroline Miller,2025-10-03 02:23:52.568846,customers_db,users,index_optimization,729.3732656067903,103.82095162610858,103.34.122.211,True,-10.317255480225638,0
12479b02-26c1-42fe-97cc-981318fe2f92,Tracy Miranda,2025-10-05 00:23:52.569122,products_db,payments,schema_update,716.8470509224401,170.45454512253383,114.69.137.120,False,-14.194294491211355,0
32234a23-9045-42e4-8550-d0a377613989,Amy Taylor,2025-10-11 13:23:52.569398,analytics_db,users,bulk_data_download,77970.70250004086,1313.0112642898332,183.162.94.18,True,7.65328861237307,1
d07132a3-d0e1-424c-910c-f1e93c49b8a5,Emily Hays,2025-10-13 17:23:52.569633,products_db,sessions,email_export,20880.5302190606,2478.286245892708,159.207.243.186,False,-6.896201915401427,1
ac3fe2d9-be21-464c-b6c5-845d59e324b0,Jeffrey Zuniga,2025-10-15 15:23:52.569885,customers_db,payments,schema_update,-0.0045861217139204,102.10696848864164,31.145.49.53,False,-1.779422379306226,0
7b3a3d9a-51d5-49d6-9401-1eb5f5e78f83,Mr. Marcus Mann,2025-10-15 04:23:52.570101,orders_db,payments,health_check,92.26861802536196,212.64921524294343,70.190.60.109,True,14.534855886634723,0
7160ce06-b224-4cbe-bf14-187caf3c1626,Jennifer Gardner,2025-10-23 03:23:52.570310,orders_db,sessions,backup,455.87364919386727,242.89622252258795,205.53.248.214,False,-27.98776610589078,0
41719f6d-5111-4c5a-8b3d-2b2a293ef546,Jake Drake,2025-09-30 02:23:52.570542,customers_db,users,schema_update,454.6994793810434,184.2619281039304,88.142.24.80,True,-11.000574677534686,0
0887eb0b-e421-40fe-9a0c-130d9e079d87,Nathan Perez,2025-10-19 08:23:52.570749,products_db,payments,bulk_data_download,53089.87118704563,3269.2892213073137,89.122.155.59,False,5.97741576973394,1
8c07e906-91dc-46af-a219-de5864a02b8d,James Torres,2025-10-20 14:23:52.570977,analytics_db,sessions,schema_update,585.6574392054931,185.8249022066956,159.130.206.113,False,25.225848841300746,0
39d6fb2e-6f35-471e-8878-7799e4104866,Mrs. Barbara Wood,2025-10-10 04:23:52.571214,customers_db,sessions,health_check,659.6835077639893,104.44462645857725,202.15.231.84,False,16.97475746681872,0
6182f624-d708-4efc-bbeb-2e5a634b98b9,James Johnson,2025-10-17 01:23:52.571427,analytics_db,users,health_check,370.7640307670466,48.78693978325321,170.111.138.121,True,-2.387056539399305,0
e65a37d4-2bf9-441f-9fa5-8562779a61d7,Yesenia Pham,2025-10-21 15:23:52.571639,orders_db,orders,health_check,282.5855658361513,95.49974339248148,113.217.37.186,False,-10.368396575380112,0
758e4495-0aad-4458-83e6-bc7045baf517,Nicholas Klein,2025-10-18 11:23:52.571858,customers_db,products,schema_update,529.690400865969,268.10476684344064,69.8.194.4,False,-3.9996082134209887,0
c15f1de1-9b6b-4f7c-b61b-fe4476dc5730,Ian Wang,2025-10-22 13:23:52.572078,products_db,orders,health_check,431.1786747733256,198.31103190836816,168.124.243.252,False,-16.8617057711318,0
10217d75-e3f4-4062-b2a1-a8bed748c659,Stephanie Aguilar,2025-10-20 19:23:52.572304,orders_db,users,schema_update,947.2875913832356,59.66195932964184,31.102.46.181,False,19.06438007481392,0
b3e47a63-cb3b-4fa0-9475-16d364a6309a,Morgan Mullins,2025-10-24 02:23:52.572527,analytics_db,orders,schema_update,923.0160548498792,257.0036401309635,131.228.19.120,False,7.810806217338712,0
b61ba3e5-0b0e-4b21-90c5-90407d0e1f87,Darlene Reyes,2025-10-26 01:23:52.572752,products_db,orders,schema_update,-17.33753282587041,67.39007060375707,158.151.126.25,False,2.138494055100283,0
600627e3-b3e7-4500-a1c8-ae73e7c4d43d,Lisa Blair,2025-10-13 15:23:52.572979,products_db,payments,health_check,797.3469343689349,143.52809061880265,77.251.200.253,False,-15.36287101917522,0
a6365ee8-70fb-48d6-906a-741b8f25d471,Michael Mills,2025-10-12 10:23:52.573197,products_db,products,index_optimization,221.63856014536503,47.8149745414385,117.241.209.249,True,13.239910582999467,0
4148d1ea-393c-407f-87d4-f14f89a6f06a,Michael Shaffer,2025-10-21 08:23:52.573414,customers_db,orders,health_check,45.78996180948557,170.23347739870076,116.119.255.218,False,-3.666008680672872,0
2ee4dd11-16fa-43b1-ba74-af0b5ffb837f,Jason Mills,2025-10-08 01:23:52.573621,orders_db,payments,backup,36.79850231701631,124.31139353206026,102.212.93.79,True,-14.172415312729118,0
52bc8453-5042-4daa-879c-7eeccd56dd3d,Randall Russell,2025-10-03 06:23:52.573825,products_db,orders,health_check,170.22118957196648,301.3804581340861,23.78.70.21,False,-12.921176703017746,0
e32edc74-36d1-4f3e-87f1-53fb3c900380,Connie Cruz,2025-10-24 01:23:52.574055,customers_db,users,health_check,129.53974541699097,263.90094775035567,210.82.109.136,True,0.584348046448572,0
ba68ac17-f624-488a-9db0-9ac7bd187c55,William Gordon,2025-10-16 14:23:52.574270,orders_db,orders,index_optimization,906.1031085165008,208.8471567048361,176.16.40.222,False,2.0346196934234437,0
3072577f-ea24-4c61-8cb6-72f30dcb1dcb,Michael Duncan,2025-10-12 23:23:52.574482,customers_db,sessions,index_optimization,648.4615362730297,173.11208137668746,2.234.182.187,True,40.0799522778793,0
